sentence,sentiment,model_sentiment,dataset,equals,,,,acuraccy ,0.617902054,,sentence count ,12803
הלב נשבר לרסיסים,0,1,test,FALSE,,,,,,,,
מי בחר בך לנשיא יא שרמוטה,1,2,test,FALSE,,,,,,,,
הלב נקרע העצב ענק,0,1,test,FALSE,,,,,,,,
היידה רובי ,0,2,test,FALSE,,,,,,,,
❤❤❤❤❤❤❤❤❤ סניף יבנה ,0,0,test,TRUE,,,,,,,,
 בושה  נשיא עזה  ואני בטוח שאתה לא מתכוון לזה באמת  ,1,0,test,FALSE,,,,,,,,
ביבי צדק כנראה צריך לבטל את מוסדת הנשיאות,1,1,test,TRUE,,,,,,,,
 כבוד הנשיא משהוא ומישהוא התבלבל בהתבוללות הזאת  אני חושבת שיש להוקיע נשואי תערובת לא חלילה באלימות ולא לתת במה ולומר שזה בסדר אם כך מה יהיה עתידו של העם היהודי  אתה הנשיא ואתה מורה לנו את הדרך אין לתת את ברכת הדרך ממקום מורם כמו כס הנשיאות  ,1,0,test,FALSE,,,,,,,,
 כל הכבוד  אכן מדינה דמוקרטית ולכל אחד מאיתנו זכות הבחירה  וכן הזכות לחיות ים מי שהוא חפץ  ,0,0,test,TRUE,,,,,,,,
כבר צחקתי  יש הומור לנשיא ,0,0,test,TRUE,,,,,,,,
 שבת שלום ומבורך  שמחים שהנך הנשיא שלנו כה לחי  יהי רצון שיחד עם רעייתך הנכבדה תחי תצליחו בתפקידכם הרם והנעלה  כל טוב לכם ולמשפחתכם היקרה שיחי לחיים טובים וארוכים ,0,0,test,TRUE,,,,,,,,
ברכות  מה שהעם הזה צריך בעיקר בימים אלה ובכל ענפיו זה ללמוד להתווכח ולא להשתלח  להחליף דעות ולא להתלהם  לנצור לשון חשוב כמו לנצור אש  להזכיר לנו בכל עת ש  חיים ומוות ביד הלשון,0,0,test,TRUE,,,,,,,,
רובי היקר יהי רצון שבורא עולם יזכה אותך להיות הנשיא הבא של מדינת ישראל אמן,0,0,test,TRUE,,,,,,,,
 הרבה הצלחה השבוע בבחירות איה אתה הנשיא הבא שלנו  תבורך ,0,0,test,TRUE,,,,,,,,
 רובי ריבלין  כל הכבוד  דבריך מעידים בך כי אתה נשיא ראוי לשמו  יישר כחך בהמשך דרכך  בשמירה על ערכי הדמוקרטיה והמצפון  וגם המצפן  הלאומי  אני גאה לחיות במדינה שאתה עומד בראשה  ,0,0,test,TRUE,,,,,,,,
 תודה כבוד הנשיא שהארת פינה חשוכה בחיינו  תודה על שאתה פועל לאחדות בתוך העם  הצלח בדרכך  ,0,0,test,TRUE,,,,,,,,
שב שב בשקט שבבבבב ,1,2,test,FALSE,,,,,,,,
סבא סבבה   מי יתן והכוח האופטימי שבך יגיע לכל הפסימים שבמדינה ,0,2,test,FALSE,,,,,,,,
בהצלחה,0,0,test,TRUE,,,,,,,,
 רובי ריבלין  מדבריך כנשיא מדינת היהודים בנות ישראל הצעירות יכולות להבין שלהתחתן עם ערבי זה טוב וכשר  מדינת ישראל מוציאה מליונים נגד התבוללות יהודים בחול  ופה אתה מנצל במה נשיאותית יהודית לעודד התבוללות  האם חשבת על זה ליפני שדיברת כדי לרצות את הערבים  אתה נשיא פלשתין או נשיא מדינת היהודים  ,1,0,test,FALSE,,,,,,,,
כל הכבוד כבוד הנשיא,0,0,test,TRUE,,,,,,,,
חג שמח לרובי בה הנשיא הבא של ארץ ישראל מיורם דוד של שלמה זהר עליו השלום,0,0,test,TRUE,,,,,,,,
אישה מפרגנת ואוהבת מרגש בהצלחה,0,0,test,TRUE,,,,,,,,
אלדד יניב מתחיל לעשות שגיאות השתן עולה לו   ,0,1,test,FALSE,,,,,,,,
יחי נשיא מדינת פלסטין ,1,0,test,FALSE,,,,,,,,
ב ה צ ל ח ה ,0,2,test,FALSE,,,,,,,,
 סתם ככה זה נכון  אבל אתה  כבוד הנשיא  מגן כמעט ורק על ערבים  למה אתה לא מגן על חרדים  מתנחלים  ,1,0,test,FALSE,,,,,,,,
 נשיא יקר  בכדורגל הישראלי  מאז ומתמיד התרכזה האלימות  זה היה סמל האלימות  הקהל שאיש לא מצא לנכון למצוא דרך לרסנו  לעומתו שחקנים שמעולם  מעולם לא קמו והוקיעו את אוהדיהם  אם פעם אחת או פעמיים היו מופיעים בטלויזיה ואומרים כך  ההתנהגות שלכם לא לרוחנו  האלימות שלכם פוגעת בשמנו  וכשאתם משתוללים נותנים לנ ו עונשים שמגבילים אותנו במשחקים של רדיוס  וקונסים אותנו  אז אם אתם באמת אוהבים אותנו  אז ללא אלימות  מעולם לא שמעתי פניה כזו  לא מההתאחדות  לא מקפטיין  ולא משחקנים  אז איזה ציפיות יש כשמדובר בערבי  חוסר האונים של מערכות החוק למיניהן  ,1,1,test,TRUE,,,,,,,,
 האם ידעת  מר ריבלין  לא לוקחים תרומות מעל לגיל 75  ,0,0,test,TRUE,,,,,,,,
הנשיא ריבלין איכזבת ,1,2,test,FALSE,,,,,,,,
יהודה ושומרון זה מדינת ישראל  מספיק ללכת סחור סחור  לך לתושבים שם  תחזק אותם  תקשיב להם  תראה איך הם חיים בפחד יום יומי  גונבים לנו את ארץ ישראל מתחת לאף ולאף אחד פה במדינה זה לא מזיז  תנועת רגבים,1,2,test,FALSE,,,,,,,,
אולי תציע לאחת הבנות או אחת מהנכדות שלך גם להתחתן עם ערבי נראה אותך,1,0,test,FALSE,,,,,,,,
 ברוך תהיה נשיאה המיועד של מדינת ישראל ראובן ריבלין  הייתי מברך אותך בברכת תלחי  אבל מהיום והלאה אתה שייך לכולם  היית בן נאמן לתנועת זבוטינסקי על כל גווניה ובעזרת ה הלוואי ותביא אתך את מורשתו החשובה ביותר של ראש ביתר  אחדות העם  ,0,0,test,TRUE,,,,,,,,
 שבת שלום ומבורך  כבוד הנשיא  אמן שנשמע בשורות טובות  ,0,0,test,TRUE,,,,,,,,
 כבוד הנשיא  לאור תמיכתך בבני הזוג  מהי התיחסותך לכך שרהמ נתניהו מארגן קמפיינים למניעת התבוללות בתפוצות שכרוכים בפלישת מדינת ישראל לחייהם האינטימיים של בני מדינות אחרות  ,1,0,test,FALSE,,,,,,,,
שבת שלום לך ולמשפחתך תפוס שלווה אחרי ימי המלחמה ובהצלחה בנשיאות אין אחר טוב ממך יחי אדוני הנשיא,0,0,test,TRUE,,,,,,,,
 כל הכבוד לזוג המפרגן הזה  בהצלחה  ,0,0,test,TRUE,,,,,,,,
רובי כן מצאת עוד הלוויה לנסות לקנות אהדה בקרב העם שלא מאמין אחרי המבצע הכושל לאף אחד ממכם  לך היה חשוב להיבחר בזמן המבצע ולנו חשוב להגיד שכולכם נכשלתם  הצבא החזק באיזור מושך ולועס את הזמן במקום לסיים את הכול ביום אחד כפי שהוא יכל אם הייתם נותנים לו  תודה לכולכם על עוד מסמר בארון של המדינה הזאת,0,0,test,TRUE,,,,,,,,
בית  ר טהורה לעד ,1,2,test,FALSE,,,,,,,,
 שתרווה הרבה נחת ממנו ומשאר הנכדים  ושיתנו לך הרבה כח להמשיך ולהצליח בימים הקשים האלו  ,0,0,test,TRUE,,,,,,,,
שוחד זה רק לכיס רק כאן במדינה המציאו שגם תרומה למטרת חסד שהלוואי והשופט היה מתנהג כך זה שוחד עיוותו את המושג שוחד,1,1,test,TRUE,,,,,,,,
היו צריכים למנות את רובי ריבלין מההתחלה  תנו לו  שבע שנים  לתקן את קלקולי פרס ,0,1,test,FALSE,,,,,,,,
המון הצלחה,0,0,test,TRUE,,,,,,,,
כל הכבוד לנשיא שלנו  שכל אחד ואחת תתחתן עם מה רוצים,0,0,test,TRUE,,,,,,,,
 שא ברכה הנשיא ריבלין  קבל חיזוק ותמיכה גדולה מדימונה  ,0,0,test,TRUE,,,,,,,,
תשחרר את אולמרט ,1,2,test,FALSE,,,,,,,,
 ומה עם גינוי ערביי ישראל שהפגינו והסיתו באלימות בזמן המלחמה  בכפר קאסם ירו זיקוקים לאות שמחה כשהטילים איימו מעל ראשינו  והמואזין קרא לילות שלמים והטריד את מנוחתם של הישובים היהודייים הקרובים  תגנה אותם  תרפו מאיתנו כבר  ואל תהיה יפה נפש אדוני הנשיא  ,1,1,test,TRUE,,,,,,,,
שבת שלום נשיאנו היקר אבקש ממך לפעול מול משפחות שאין להם מה לאכול ומה להאכיל שזה יהיה בראש מעיינך נגד הנהנתנות שמציגים נתניהו ולפיד ובנט,0,0,test,TRUE,,,,,,,,
שתמיד תחייך ,0,0,test,TRUE,,,,,,,,
ברכות ברכות  כמובן ,0,0,test,TRUE,,,,,,,,
בהצלחה איש יקר אני יודעת שאתה מדהים אל תשכח אותנו את פשוטי העם שבת שלום,0,2,test,FALSE,,,,,,,,
 כל הכבוד כבוד הנשיא אבל עם כל הכבוד זה לא רק במגרשי הכדורגל שר החוץ אביגדור ליברמן קרא להחרים את ערביי ישראל שיצאו נגד המלחמה חכ איילת שקד העלילה שערביי יפו שרפו בית קברות יהודי  הגזענות וההסתה מתחילים מלמעלה  ,1,0,test,FALSE,,,,,,,,
 יש להתייחס באותה מידה גם לחנן זועבי  אחמד טיבי ודומיהם  להיות יפי נפש לא אמור להיות חד צדדי  ,1,0,test,FALSE,,,,,,,,
יהי זכרו ברוך,0,0,test,TRUE,,,,,,,,
נשיא יקר שלנו  לרגע הזה חיכיתי שתזכה  תודה לבורא עולם שהכתיר אותך לנשיא  אוהבים אותך ,0,0,test,TRUE,,,,,,,,
נחמה יקרה מהיום בו אישך הגיש את מועמדותו לנשיאות חשבתי שהוא ראוי וראוי שיהיה הנשיא  במחול השדים האחרון כבר לא חשבתי שיהיה הנשיא אלא קיוויתי שיהיה למען העם האזרחים ולמען כבוד המשכן כי הלך הרוח בקרב העם היתה מיאוס ודחיה ואולי בצדק  רובי ראוי מאוד מתאים מאוד וחביב עד מאוד ברכות ובהצלחה לכם באהבתכם ובאושרכם  אשריך רובי שמצאת נחמה בנחמה ,0,0,test,TRUE,,,,,,,,
זהו האישה הזאת אוהבת את בעלה בטח הוא עושה משהו בסדר ,0,2,test,FALSE,,,,,,,,
אדני הנשיא עם כל הכבוד והיופי של שנת שמיטה חקלאי שיעשה שנת שמיטה לא יהיה חקלאי יותר גם כך בקושי שורדים מה שקורה שהחרדים משדלים חקלאים לא יהודים ביהודה ושומרון לעשות ירקות בלי שום פרופורציה בהבטחות למחירים גבוהים שאנחנו הותיקים יודעים שלא מחזיקות מים וכולם מפסידים והיחידים שמרויחים הם סוחרי השמיטה אז בחסות הדת עושקים את עובדי האדמה ,2,0,test,FALSE,,,,,,,,
כל העם איתך  חבל שלא יכול להשפיע   בהצלחה רבה ,0,0,test,TRUE,,,,,,,,
רובי ריבליןהבחירה שלי לנשיא מדינת ישראל ,0,0,test,TRUE,,,,,,,,
כבוד הנשיא מאחל לך המון הצלחה יישר כוח ,0,0,test,TRUE,,,,,,,,
 יישר כוח לדברי הנשיא  איך היינו מגיבים אם במדינות בחול היו מפגינים נגד נשואין עם יהודים היינו מזדעזעים ואומרים שהם אנטישמיים לכל אחד יש זכות להינשא ולחיות עם מי שירצה  ,0,2,test,FALSE,,,,,,,,
 אני לא מאמין  נשיא המדינה מסית פה נגד הימין  פשוט מזעזע  להזכירך כבוד הנשיא    אנו מכריזים בזאת על מדינה יהודית   מדינה יהודית  ,1,0,test,FALSE,,,,,,,,
 סוף סוף יכול ליהות גאה בנשיא שלי  בשבע שנים אחרונות ישב שם במשכן  איזה סלבריטי הזוי שעדיין מאמין בשלום מזוין שהרג לנו אלפים מטובי בנינו  עלה והצלח ׳ כבוד הנשיא ׳,0,0,test,TRUE,,,,,,,,
 טוב תעשה אם תרגע ואל תטיף לישראלים מה להגיד  מספיק שראש הממשלה שלך סרס אותנו פיסית  אתה רוצה לסרס אותנו בעוד דרך  אם תתחיל לרדוף יהודים עם היועץ משפטי תגמור כמו פרס  ,1,0,test,FALSE,,,,,,,,
מרגש מאד לקרוא את שכתבה אשתו של ריבליןבמדה ואמנם ייבחר מאד חשוב שהאשה שאתו תהיה לו לעזרב ה צ ל ח ה,0,0,test,TRUE,,,,,,,,
בהצלחה כבוד הנשיא לך ולבני משפחתך,0,0,test,TRUE,,,,,,,,
 נראה לי הדובר של פרס עוד לא הוחלף  הלו ביתרי  ,1,1,test,TRUE,,,,,,,,
לפוסט הזה צריכים להיות חמישים אלף לייקים ,0,2,test,FALSE,,,,,,,,
 אתה אוהד של ביתר  ולא זכור לי שאתם מחלקים ורדים לשחקנים מהמגזר ,1,1,test,TRUE,,,,,,,,
שבת שלום כבוד הנשיא  כיף שיש עוד אנשים כמוך ועוד בצמרת  זה נדיר ,0,0,test,TRUE,,,,,,,,
איזה כיף רובי יקירי תמשיך לכתוב ולשתף אותנו בפייסבוק,0,0,test,TRUE,,,,,,,,
 שבת שלום כבוד הנשיא החדש  ובהצלחה בתפקיד החדש  ,0,0,test,TRUE,,,,,,,,
משחק לי אותה עלק פרשת שבוע ומצד שני תומך בהתבוללות צבוע מסריח,1,1,test,TRUE,,,,,,,,
כל הכבוד אדוני הנשיא ,0,0,test,TRUE,,,,,,,,
יהי זכרם ברוך  לצערנו זה חלק מההסכמים דוגמת אוסלו  וחלומות ההזויים לגבי מזרח תיכון חדש של פרס ואובמה  ושל כל מחבקי אבו מאזן ומרעיו ,1,0,test,FALSE,,,,,,,,
כל כך עצוב ,0,2,test,FALSE,,,,,,,,
אשרנו שזכינו לנשיא כמותך הצלחה רבה ויהי רצון שלא תצא תקלה תחת ידך ,0,0,test,TRUE,,,,,,,,
למה דף פייס אישי  תוסיף בכותרת נשיא מדינת ישראל,1,0,test,FALSE,,,,,,,,
 אני ממש לא מתומכי ריבלין  אבל באמת כל הכבוד על האמירה החשובה הזו  זה לא וויכוח אידיאולוגי בין ימין לשמאל  אלא בין שפיות למשיחיות ,0,0,test,TRUE,,,,,,,,
ותארו לכם שפואד או שטרית היו ניבחרים,0,0,test,TRUE,,,,,,,,
רבי גם אתה תחתום על שחרור מחבלים עם דם על הידים גם אתה בלה בלה כך כל הליכוד חבלז,1,2,test,FALSE,,,,,,,,
כבוד הנשיא אין עליך ,0,0,test,TRUE,,,,,,,,
 מזל טוב  בהצלחה ,0,0,test,TRUE,,,,,,,,
כל הכבוד לך אדוני נשיא מדינת ישראל דוגמה אישית,0,0,test,TRUE,,,,,,,,
 כבוד הנשיא גם לי יש המון חלומות  עד שהשעון המעורר הורס לי אותם 😄,1,0,test,FALSE,,,,,,,,
נשיא של העם אתה גאוותנו,0,0,test,TRUE,,,,,,,,
ושים לב להתלהמות שלך בטרם תעביר ביקורת על אחרים ,2,1,test,FALSE,,,,,,,,
אני הבת של דניאל ריקנטי ז  ל שמצולם בשורה האמצעית  גאווה גדולה לנו הירושלמים וחבל שאבא לא כאן להיות גאה  ברכות לך מכל משפחת ריקנטי הירושלמית  ודש לבתך ענת שהדריכה אותנו בצופים בבית הכרם ,0,0,test,TRUE,,,,,,,,
מעניין מי כותב לו את כל זה חבל אני מבין שאתה נשיא של כולם אבל תתייחס לבעיה הכי גדולה של העם היהודי היום והיא נישואי תערובת  לא לאחת מטומטמת או לא שלא ידעה ולא הכירה את דתה והלכה והתסלאמה וחבל על כל נשמה יהודית שהולכת לנו  נשיא מדינת ישראל מתייחס להפגנות מה קורה לנו,1,0,test,FALSE,,,,,,,,
כל הכבוד לך,0,0,test,TRUE,,,,,,,,
 אמיל אפללו חברים שלום  פתחתי קבוצה הקוראת לדרג המדיני להחזיר לאלתר את יואב גלנט לצבא  אנא הצטרפו  שם הקבוצה  יואב גלנט הרמטכל הבא  httpswwwfacebookcomgroups1524128497800958,2,0,test,FALSE,,,,,,,,
בהצלחה אדם יקר,0,0,test,TRUE,,,,,,,,
 תתביישו לכם כל האנשים הנאורים שתומכים בהתבוללות נגד רצון התורה והקבה  תוציאו את הדגלים של מגן דוד מהפרופיל שלכם הארץ הזאת הובטחה ליהודים לא למתבוללים  ולך כבוד הנשיא השמאלני מאז שנכנס לתפקיד  לפעמים עדיף לשתוק שאתה דמות שמדינה שלמה נושאת אליך עיניה ולא לשמש דוגמה של התבוללות זה מותר כי אנחנו דמוקרטים  תתביישו ,1,0,test,FALSE,,,,,,,,
בהצלחה  אני חושבת שאתה המועמד הכי ראוי לנשיא המדינה ,0,0,test,TRUE,,,,,,,,
שבת שלום לכבוד הנשיא הנכנס מר רובי ריבלין היקר ,0,0,test,TRUE,,,,,,,,
קיץ נעים ,0,0,test,TRUE,,,,,,,,
שהיה לך בהצלחה ,0,0,test,TRUE,,,,,,,,
חג שמח נחמה  זןכרת  מחכים לניצחון הגדול  יולי אופק,0,0,test,TRUE,,,,,,,,
תקומו עליהם כבר תקומוווווו,1,2,test,FALSE,,,,,,,,
ברכות מקרב לב  httpswwwfacebookcomnewlikudphotosa18066272869573139023180649245363746626410394120960type1theater,0,0,test,TRUE,,,,,,,,
 איה בשבוע הבא תהיה כבוד הנשיא הבא של מדינת ישראל  ,0,0,test,TRUE,,,,,,,,
 מא אמירן כהן הנשיא כתב שהוא חתם על   אדי   לפני זמן רב ולא בגלל היותו נשיא  לעת עתה הוא ישר ואמין שמו הטוב הולך לפניו  וכוונת אמירתו להוסיף אנשים נוספים לאדי  תבוא עליך ברכה מר ראובן רבלין  ,0,0,test,TRUE,,,,,,,,
דווקא חשבתי על להתחתן עם אמא שלך,1,0,test,FALSE,,,,,,,,
שהבת שלך תתחתן עם ערבי נראה מה תגיד,1,0,test,FALSE,,,,,,,,
 אויב יהודי  שאת המטרה היחידה שלי  והאויב היחיד  אני גדלתי על זה  ואתה תמיד יהיה  ולא האויב שלי  שלום דחה איתך  את הקשר היחיד בינך לבין אותנו הוא מצב של מלחמה התמידית  ביום מן הימים נפגשו בשדה הקרב של נאצים אלגיריים ,1,1,test,TRUE,,,,,,,,
 זאת לא הפעם הראשונה שערבי מתחתן עם יהודיה  או יהודיה שמתאסלמת  למה דווקא עכשיו אתם עושים מזה עניין שיהיה להם לבריאות  אושר ועושר נצחי ,0,0,test,TRUE,,,,,,,,
שמחים שנבחרת יחי נשיא מדינת ישראל,0,0,test,TRUE,,,,,,,,
כבוד לנשיא  מזל טוב לזוג,0,0,test,TRUE,,,,,,,,
 כב הנשיא ריבלין  רובי היקרמאחל לך מקרב לב לא להכנס לחקירות כפי ששומעים כעת באמצעי התקשורתהנך איש אוהב המדינה והעם מכל ליבךמאמין בך ובצידקת דרכךתבורך  httpswwwfacebookcomTmykhBrwhmMrBnymynNtnyhwreftypebookmark,0,0,test,TRUE,,,,,,,,
עצוב מאוד,0,2,test,FALSE,,,,,,,,
שבת שלום ,0,0,test,TRUE,,,,,,,,
בהצלחה מר וגב ריבלין אתם ראויים לזה,0,0,test,TRUE,,,,,,,,
 אתה בן אדם מדהים  בהצלחה  ,0,2,test,FALSE,,,,,,,,
 כל הכבוד לך  כבוד הנשיא  על כך שהגעת ללויה זו  בעת הזאת  ,0,0,test,TRUE,,,,,,,,
כמה עצוב וטרגי  כל הכבוד לנשיא המדינה,0,0,test,TRUE,,,,,,,,
בהצלחה  אין לי מושג למה אבל אני מרגישה שיש לנו נשיא נהדר ,0,0,test,TRUE,,,,,,,,
למה לא מגנים שחקנים ערבים שמצטלמים ליד דגל פלסטין או אזרחים ערביי ישראל שמפגינים אם דגל פלסטין ,1,1,test,TRUE,,,,,,,,
 ברכות על כך  ותודה שגברת על הקיצוני הלא מנוסה ההוא ,0,0,test,TRUE,,,,,,,,
לא נשיא אתה  מלך ,0,0,test,TRUE,,,,,,,,
עדי אחלה דברים ,2,0,test,FALSE,,,,,,,,
אין לך שום מתחרה בע  ה אתה הנשיא הבא בהצלחה,0,0,test,TRUE,,,,,,,,
 שואה בישראל 2014 מרבית מקרי הוצאת ילדים הרחק מהוריהם  היו מוטעים ונבעו מכוח השררה של פושעות הסעד בלב אטום וקשה ובלחיצה קלה מדיי על ההדק ולו רק בשביל להראות שהן סגניות של אלוהים יותר מאשר בצע כסף  הנזק העצום שנגרם לילדים שהוצאו מבתיהם וגם להורים אינו ניתן לתיקון וריפוי  פושעות הסעד צריכות לעמוד לדין ולקבל עונש מאסר בפועל  רק אז תשקולנה בכובד ראש תוך נתינה להורים הזדמנויות חוזרות ונשנות להוכיח מסוגלותם ההורית  הוצאת ילד מביתו והרחקתו ממשפחתו מוצדקת אך ורק במקרי אלימות קשים  לא פליק או צביטה שאיני סכימה לגביהם אבל זו לא נקראת אלימות קשה  אשר מסכנים את חייהם ולא כך הן העובדות במרבית המקרים  בית עני הוא לאו דווקא בית לא מתפקד והורים עניים אינם ללא מסוגלות הורית  יש לבטל את משרד הרווחה ולהקצות תקציביו ישירות למשפחות מעוטות יכולת  יש לפרק ולסגור על בריח את כל הפנימיות  מרכזי הקשר ומנגנון האומנה לאלתר  פקידות הסעד פועלות עפי תורתו של גרדנר אשר משול להיטלר של שנות האלפיים ולאחר צליבתו בתקשורת האמריקאית  התאבד כמו היטלר פושעות הסעד פועלות בניגוד ליהדות  נגד ההלכה ותורת משה וישראל  זו גזענות לשמה ויש מקום להתערבות מסיבית של כולם לביטול סמכויות פושעות הסעד ועובדי הרווחה לאלתר  ,0,1,test,FALSE,,,,,,,,
ב  ה היום יבחר לנשיא מדינת ישראל ושהקב  ה יזכה אותכם לעוד שנים רבות טובות מאושרות ובריאות,0,0,test,TRUE,,,,,,,,
ואנחנו חשבנו שפרס בעייתי ,1,1,test,TRUE,,,,,,,,
 לח  כ רובי רבלין איחולים לבביים וגל של ברכות לרגל חג השבועות השמיים נפתחים שיתגשמו משאלות ליבך והשם יברך אותך בכל דרך שתפנה  בריאות וחיים ארוכים ובעז  ה אתה הנשיא הבא של מדינת ישראל כי אתה אדם אהוב נפלא ואוהב את הארץ שיהיה חג שמח לכל עם ישראל אמן  איסמאעיל  ערערה בנגב ,0,0,test,TRUE,,,,,,,,
בהצלחה לסבא הכי מגניב  ולנכד החמוד שתמשיכו להנות יחד תמיד כל המשפחה  😃😃,0,0,test,TRUE,,,,,,,,
ענק Big like,0,2,test,FALSE,,,,,,,,
איתך בצערם הכאב עצום,0,1,test,FALSE,,,,,,,,
ככה זה שחברו הטוב ביותר הוא אחמד טיבי ,1,0,test,FALSE,,,,,,,,
שבתשלום ומבורכת לך כבוד הנשיא הניבחר מאחלת לך הצלחות בתפקיד ואולי אתה תוכל לשחרר את פולארד לחופשי  הלוואי ,0,0,test,TRUE,,,,,,,,
 רובי היקר  אני מוחא  באופן מכבד ומכובד  אני טוען  שאתה מפגין   ממלכתיות יתר   במקום שמצדיק לנקוט עמדה יותר ימנית וציונית  כפי שהכרתי ואהבתי בך  אני מסכים שזו מדינה דמוקרטית  אני מסכים שזו זכותם לצערי  אני מסכים שההסתה נגדם אינה במקומה עם כל מה שכתבת אני מסכים  למעט דבר אחד  זה שאתה מאחל ומברך את הזוג הטרי  זוהי מחאתי היחידה  על כל הפוסט הזה  אינני שונא ערבים  באשר הם ערבים  גם הם בני אדם ככולנו  אפילו גאה ומוריד את הכובע  בפני אנט חאסכייה  בטח שמעת עליה ועל   הקול האמיתי    לדעתי  הרבה אנשים ישמחו  אם תערוך פוסט זה  בכך שתשמיט ממנו רק דבר אחד  את איחוליך בסוף  ראוי ונבון מצידך  לנהוג באופן   ממלכתי   אך אין סיבה ל   ממלכתיות יתר   כפי שציינתי בתחילת הפוסט  אסיים בברכת עלה והצלח  מעריך אותך כאדם טוב  ומבקש ממך  לשמור על ימין שפוי בדעותיך  בלי לזלוג כשפניהו ואחרים  לכיוון השמאל   כל היכרתיך שנים  כך ראוי שתישאר   ,1,0,test,FALSE,,,,,,,,
 כבוד הנשיא  אם אתם כבר הורסים את הבתים של החוטפים תרססו יחד עם המשפחה  למה אנחנו צריכים לרחם עליהם  צריך לפגוע בהם  והנקמה הכי מתוקה לבנות יישוב יהודי איפה שהם נימצאוובכלל להרחיב את היישובים היהודים באזורים ההם ,1,0,test,FALSE,,,,,,,,
כב הנשיא ממשיך לפרוע את השטרות לבוחריו מהשמאל  עוד נתגעגע לשמאלניותו של הנשיא פרס ,1,0,test,FALSE,,,,,,,,
סמי מרסיאנו 6 שעות · תנו ליהודים מדינה והם כבר יחסלו את עצמם כתב הצורר אדולף  מסתבר שהוא חזה את הנולד במדויק,2,2,test,TRUE,,,,,,,,
אין ראוי ממך  איש יקר ואהוב כולנו שמחים על בחירתך  ב ה צ ל ח ה ,0,0,test,TRUE,,,,,,,,
 האמת היא  שכל יהודי יודע לאורך כל ההיסטוריה  תמיד שהתבוללנו בין הגויים בכל העולם דאגו להזכיר לנו מאיפה באנו  שואה פוגרומים ורדיפות ,0,1,test,FALSE,,,,,,,,
אמרתי לך שאתה הוא הנשיא הבא שלנו  וצדקתי  אוהב אותך מאוד מאוד  תיהיה בבקשה נשיא של כולנו  הרבה הרבה הצלחה ואהבה  משפחת יהודה ,0,0,test,TRUE,,,,,,,,
 ורק לחשוב שפואד או שטרית  ולזכור ולא לשכוח את לימור לבנת  גילה גמליאל וכבוד ראש הממשלה בהוראת רעייתו שלח את יריב לוין לשכנע חברי ליכוד שיצביעו שטרית  נקווה שחיים כץ וגיסותיו יבואו עימם חשבון בפריימריס  ,0,0,test,TRUE,,,,,,,,
 אין עוד נושאים לכתוב עליהם חוץ מזה שאתה מייחל לשחקנים ערבים בביתר וחתונות של יהודיות עם ערבים  ,1,1,test,TRUE,,,,,,,,
 כבוד הנשיא  יישר כח על התגובה  למעט האיחולים לזוג  עם ישראל אינו מעוניין ואינו תומך בנישואי תערובת  ,1,0,test,FALSE,,,,,,,,
 שבת שלום  אדוני הנשיא  יישרכוח  ,0,0,test,TRUE,,,,,,,,
 הפתעת אותי כבוד הנשיא  ואני שמח על כך  ,0,0,test,TRUE,,,,,,,,
התמונה לא קשורה לתגובתי אני מגיב על זה שרובי אמר לגבי אבו מזן לגבי זה אמרתי שהעסק של רובי עם המנובל אבו מזן מחבורת הרוצחים,1,2,test,FALSE,,,,,,,,
בהצלחה,0,0,test,TRUE,,,,,,,,
גוט געזאגט יישר כח דרכיה דרכי נועם כתיב,0,0,test,TRUE,,,,,,,,
 בוקר טוב ושבוע טוב לנשיא הבא  אהוב העם ואוהב מולדתו  ירושלמי אסלי בדמו  השמע קולך גם בנושא הנערים החטופים בבחינת רואה ויודע כיצד נוהגים בעת צרה  דוגמא ומופת אתה וברכות העם יתווך בכל מעשיך  רמי ,0,0,test,TRUE,,,,,,,,
משפחת רבין תציל כבודו הישראלים  פרס החל בכך והם ימשיכו וכל הנהנתי המושחתים והסרטים הגיע הזמן שתורידו ראש  לא עוד,0,0,test,TRUE,,,,,,,,
אנשים כמוך כבר בפח של ההיסתוריה  העתיד ליהודים דתיים כי רק הם עושים ילדים לידיעתך  בוגד ,1,2,test,FALSE,,,,,,,,
 הכי מתאים  הכי נכון אנחנו שמחים וגאים 💐💐💐,0,0,test,TRUE,,,,,,,,
 אוהבים פוליטיקה  הדף  ציוצים של פוליטיקאים  מיועד בדיוק בשבילכם  כנסו עכשיו לקישור ותקבלו את כל הציוצים המעניינים של כל הפוליטיקאים בישראל  והכל בדף אחד   ציוצים של פוליטיקאים   httpsmfacebookcompoliticsisraels,0,0,test,TRUE,,,,,,,,
 גאה להיות יהודי  אבל לא אזרח של נשיא כמוך  ,1,0,test,FALSE,,,,,,,,
ה יקום דמם,1,2,test,FALSE,,,,,,,,
 אני גם רוצה לנקוט עמדה ולהתמודד עם התופעה שנקראת  בצלם  הם גם מהווים חרפה לחוויה הישראלית  למה אתה לא מגנה אותם  זאת זקיפת ראש קיצונית  שעושה הסברה בעולם שעם ישראל הוא רוצח  שמפלגת את העם  עמותה ללא פיקוח שמקבלת כסף ממדינות חיצוניות שהשם יודע איזה מדינות  בוא נתחיל משם אדוני הנשיא  ,1,2,test,FALSE,,,,,,,,
